id,Reserve.Location,Code.Loc.Snap,Site.Original,Camera.Site.Concatenate,Camera.Site.Std,Setup.Date,Setup.Time,Lat_Y,Long_X,Cam.Brand,Flash,Cam.Serial.No,Height,Fixture,DRXN,IMG# N,IMG# E,IMG# S,IMG# W,IMG# CT,Habitat.Descriptor,Shade,Visib.1,Visib.1,Visib.1,SITE_ID,Dist.Tree.1,Dist.Tree.2,Dist.Tree.3,Dist.Tree.4,Dist.Tree.5,Dist.Tree.6,Dist.Tree.7,Dist.Tree.8,Dist.Tree.9,Dist.Tree.10,Dist.Road,Dist.Water,Dist.Outcrop,Dist.Trail,Gral.Comments,other.cols.WATER (Km)P,other.cols.in.metadata2,Setup.Date.Original,Management.Type,Official.Name,Country,Province,Municipality,Vegetation,Biome,Elevation
178,Karoo,KAR,F02,KAR_F02,KAR_F02,2018-05-22,14:16,-32.34151,22.26781,Cuddeback - 1347,Strobe,1347C6002111,40,Tree,SE,,,,,,Drainage line,3,5,11,2,F02,1,2,7,5,5,7,12,14,1,7,355,,15,4,,,,22-May-2018,National Park ,Karoo National Park,South Africa,Western Cape,Beaufort West,KARROID BROKEN VELD,Nama Karoo,804
179,Karoo,KAR,F03,KAR_F03,KAR_F03,2018-05-21,8:59,-32.33839,22.29429,Cuddeback - 1347,Strobe,1347C6000533,50,Tree,NW,,,,,,Open plain,3,4,2,5,F03,42,63,31,68,194,89,98,103,42,94,4,,450,1,,,,21-May-2018,National Park ,Karoo National Park,South Africa,Western Cape,Beaufort West,KARROID BROKEN VELD,Nama Karoo,804
180,Kgalagadi,KGA,A01,KGA_A01,KGA_A01,2018-11-27,7:39,-26.11928,20.67034,Cuddeback,White - Strobe,1347I6002577,100,Tree ,N,5681,5682,5683,5684,5685,Boscia dune crest,4,12,6,1,A01,5,20,12,20,69,36,37,52,27,31,70,13350,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,926
181,Kgalagadi,KGA,A02,KGA_A02,KGA_A02,2018-11-27,8:02,-26.10414,20.68416,Cuddeback,White - Strobe,1347I6002578,70,Tree ,S ,5686,5687,5688,5689,5690,Boscia dune crest,3,6,6,1,A02,22,26,21,29,40,34,52,34,41,43,40,11750,0,5,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,926
182,Kgalagadi,KGA,A03,KGA_A03,KGA_A03,2018-11-27,8:30,-26.08990,20.70233,Cuddeback,White - Strobe,1347I6002580,50,Pole,N,5691,5692,5693,5694,5695,Haemotoxylon dune street,0,9,1,5,A03,1,5,13,16,21,17,29,30,40,44,30,10680,0,5,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,926
183,Kgalagadi,KGA,A04,KGA_A04,KGA_A04,2018-11-27,8:54,-26.08020,20.72246,Cuddeback,White - Strobe,1347I6002575,50,Tree ,N,5697,5698,5699,5700,5701,Erioloba dune street,2,41,26,21,A04,11,20,17,30,31,26,32,28,24,29,36,10600,0,4,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
184,Kgalagadi,KGA,A05,KGA_A05,KGA_A05,2018-11-27,9:22,-26.07167,20.74342,Cuddeback,White - Strobe,1347I6002579,60,Tree ,SW,5702,5703,5704,5705,5706,Erioloba dune street,3,28,11,1,A05,11,29,29,11,34,33,31,25,46,48,10,10190,76,6,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
185,Kgalagadi,KGA,A06,KGA_A06,KGA_A06,2018-11-27,9:42,-26.05358,20.74994,Cuddeback,White - Strobe,1347I6002587,70,Tree ,S,5707,5708,5709,5710,5711,Erioloba dune street,3,30,98,4,A06,10,17,13,4,21,29,30,24,31,34,18,8690,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
186,Kgalagadi,KGA,A07,KGA_A07,KGA_A07,2018-11-27,10:06,-26.04046,20.73268,Cuddeback,White - Strobe,1347I6002584,90,Tree ,N,5712,5713,5714,5715,5716,Erioloba dune crest,2,13,21,6,A07,8,37,33,38,16,21,27,29,32,34,23,8050,61,4,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
187,Kgalagadi,KGA,A08,KGA_A08,KGA_A08,2018-11-27,10:26,-26.02861,20.71488,Cuddeback,White - Strobe,1347I6002585,70,Tree ,SW,5717,5718,5719,5720,5721,Erioloba dune crest,2,7,11,8,A08,17,16,25,29,21,18,17,17,25,24,15,5650,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
188,Kgalagadi,KGA,A09,KGA_A09,KGA_A09,2018-11-27,10:44,-26.01258,20.69555,Cuddeback,White - Strobe,1347I6002582,50,Tree ,S,5722,5723,5724,5725,5726,Erioloba dune street,3,19,15,3,A09,11,18,30,25,31,2,25,50,35,38,22,3180,77,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
189,Kgalagadi,KGA,A10,KGA_A10,KGA_A10,2018-11-27,11:06,-26.00097,20.67547,Cuddeback,White - Strobe,1347I6002581,40,Tree ,S,5727,5728,5729,5730,5731,Erioloba dune street,0,21,20,62,A10,6,7,29,33,28,32,29,32,41,43,44,850,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,27-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,933
190,Kgalagadi,KGA,A11,KGA_A11,KGA_A11,2019-01-12,10:50,-25.99331,20.65285,Cuddeback,White -Strobe,1347i6002583,55,Pole,N,5829,5830,5831,5832,5833,Boscia dune crest,0,10,4,9,A11b,5,11,8,20,15,12,33,30,28,36,21,1560,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,12-Jan-2019,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,941
191,Kgalagadi,KGA,B01,KGA_B01,KGA_B01,2018-11-28,6:30,-26.35291,20.59052,Cuddeback,White - Strobe,1347I6002586,50,Tree ,W,5737,5738,5739,5740,5741,Erioloba dune street,3,6,1,7,B01,38,56,55,8,12,53,65,69,58,64,18,1570,54,4,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,900
192,Kgalagadi,KGA,B02,KGA_B02,KGA_B02,2018-11-28,6:55,-26.34184,20.57242,Cuddeback,White - Strobe,1347I6002588,80,Tree ,SW,5742,5743,5744,5745,5746,Erioloba dune crest,3,11,1,1,B02,16,17,22,31,17,20,8,25,26,23,55,1840,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,910
193,Kgalagadi,KGA,B03,KGA_B03,KGA_B03,2018-11-28,7:18,-26.33103,20.55291,Cuddeback,White - Strobe,1347I6002589,40,Pole,N,5747,5748,5749,5750,5751,Haemotoxylon dune crest,0,5,5,55,B03,7,7,5,14,11,25,24,26,30,25,15,3860,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,912
194,Kgalagadi,KGA,B04,KGA_B04,KGA_B04,2018-11-28,7:44,-26.31919,20.53468,Cuddeback,White - Strobe,1347I6002590,40,Pole,W,5752,5753,5754,5755,5756,Erioloba dune crest,0,9,6,11,B04,26,25,22,16,21,12,29,20,24,35,82,3440,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,912
195,Kgalagadi,KGA,B05,KGA_B05,KGA_B05,2018-11-28,8:11,-26.30858,20.51445,Cuddeback,White - Strobe,1347I6002593,40,Pole,E,5757,5758,5759,5760,5761,Erioloba dune street,0,5,1,6,B05,1,3,5,8,12,19,17,12,15,16,17,1070,30,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,912
196,Kgalagadi,KGA,B06,KGA_B06,KGA_B06,2018-11-28,8:36,-26.29181,20.50114,Cuddeback,White - Strobe,1347I6002591,70,Tree ,NE,5762,5763,5764,5765,5766,Boscia dune street,3,5,2,6,B06,16,21,32,57,29,9,10,15,26,30,43,1260,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,912
197,Kgalagadi,KGA,B07,KGA_B07,KGA_B07,2018-11-28,9:01,-26.27892,20.48619,Cuddeback,White - Strobe,1347I6002594,60,Tree ,NE,5767,5768,5769,5770,5771,Boscia dune crest,3,6,6,4,B07,1,12,6,11,15,17,22,19,18,24,8,3260,0,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,923
198,Kgalagadi,KGA,B08,KGA_B08,KGA_B08,2018-11-28,9:30,-26.25788,20.48765,Cuddeback,White - Strobe,1347I6000592,60,Pole,E,5772,5773,5774,5775,5776,Boscia dune street,0,8,9,30,B08,9,20,10,22,20,19,24,25,31,33,75,5240,47,,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,923
199,Kgalagadi,KGA,B09,KGA_B09,KGA_B09,2018-11-28,9:57,-26.23823,20.48600,Cuddeback,White - Strobe,1347I6002595,40,Pole,N,5777,5778,5779,5780,5781,Erioloba dune street,0,11,7,11,B09,4,6,10,10,4,8,12,5,15,13,10,7340,21,3,"From season two KGA codes changed to include Khomani so there are sites codes like KGAA01, and KHOGC03 when khomani game, and KHOLC03 when Khomani livestock, careful not to mix sites",,,28-Nov-2018,Transfrontier Park,Kgalagadi Transfrontier Park,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,927
200,Khomani-san,KHOG,KHOGA04,KHOGKHOGA04,KHG_KHOGA04,2019-01-15,11:36,-26.95471,20.65856,Cuddeback,Strobe - White ,1347i6004984,50,Pole,SE,5894,5895,5896,5897,5898,Erioloba dune plain,0,5,1,17,A04,18,28,29,25,21,30,12,21,16,14,22,2950,1500,4,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,860
201,Khomani-san,KHOG,KHOGB03,KHOGKHOGB03,KHG_KHOGB03,2019-01-15,8:51,-26.97349,20.63470,Cuddeback,Strobe - White ,1347i6004991,70,Tree,NW,5864,5865,5866,5867,5868,Drie doring veld,3,10,11,30,B03,20,25,51,34,34,55,71,30,50,43,85,180,138,,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,860
202,Khomani-san,KHOG,KHOGB04,KHOGKHOGB04,KHG_KHOGB04,2019-01-15,8:33,-26.97542,20.65973,Cuddeback,Strobe - White ,1347i6004992,70,Tree,E,5859,5860,5861,5862,5863,Erioloba dune side,1,69,1,17,B04,1,17,15,19,12,26,9,26,21,33,15,1040,,5,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,860
203,Khomani-san,KHOG,KHOGB05,KHOGKHOGB05,KHG_KHOGB05,2019-01-15,6:45,-26.97495,20.67928,Cuddeback,Strobe - White ,1347i6004890,70,Tree,NE,5849,5850,5851,5852,5853,Erioloba dune side,3,40,68,44,B05,14,16,18,19,25,28,20,28,50,35,47,1140,,,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,867
204,Khomani-san,KHOG,KHOGB06,KHOGKHOGB06,KHG_KHOGB06,2019-01-15,7:46,-26.97646,20.70242,Cuddeback,Strobe - White ,1347i6004916,60,Tree,NE,5854,5855,5856,5857,5858,Erioloba dune side,3,15,18,5,B06,12,15,18,22,21,23,12,22,23,25,16,940,,3,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,867
205,Khomani-san,KHOG,KHOGB07,KHOGKHOGB07,KHG_KHOGB07,2019-01-15,10:38,-26.97694,20.72884,Cuddeback,Strobe - White ,1347i6004906,50,Tree,S,5884,5885,5886,5887,5888,Erioloba dune side,2,10,6,50,B07,9,9,5,7,11,15,13,16,18,21,42,640,,8,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,867
206,Khomani-san,KHOG,KHOGC03,KHOGKHOGC03,KHG_KHOGC03,2019-01-15,9:18,-26.99205,20.63783,Cuddeback,Strobe - White ,1347i6004998,60,Tree,W,5869,5870,5871,5872,5873,Erioloba dune valley,2,7,6,8,C03,5,9,5,10,26,19,23,7,15,12,17,2480, ,2,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,860
207,Khomani-san,KHOG,KHOGC04,KHOGKHOGC04,KHG_KHOGC04,2019-01-15,9:39,-26.99861,20.65675,Cuddeback,Strobe - White ,1347i6004997,40,Tree,E,5874,5875,5876,5877,5878,Haemotoxylon dune valley,2,22,12,1,C04,9,20,26,21,26,25,20,26,25,30,11,3700,66,2,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,860
208,Khomani-san,KHOG,KHOGC05,KHOGKHOGC05,KHG_KHOGC05,2019-01-15,11:05,-26.99502,20.69115,Cuddeback,Strobe - White ,1347i6004971,70,Tree,W,5889,5890,5891,5892,5893,Erioloba dune side,4,6,1,3,C05,11,24,38,29,38,43,56,44,21,31,71,1470,,8,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,867
209,Khomani-san,KHOG,KHOGC07,KHOGKHOGC07,KHG_KHOGC07,2019-01-15,10:15,-26.99732,20.72760,Cuddeback,Strobe - White ,1347i6004981,70,Tree,W,5879,5880,5881,5882,5883,Erioloba dune valley,3,10,27,46,C07,8,8,12,10,26,29,13,15,16,18,50,1670,60,5,game farm,,,15-Jan-2019,Game reserve (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,867
210,Khomani Livestock,KHOL,KHOLA01,KHOLKHOLA01,KHL_KHOLA01,2019-01-16,6:45,-26.78524,20.61068,Cuddeback,Strobe - White ,1347i6004993,60,Tree,W,5899,5900,5901,5902,5903,Erioloba dune side,1,16,7,65,A01,7,15,16,17,25,16,20,35,27,32,49,,69,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,868
211,Khomani Livestock,KHOL,KHOLA02,KHOLKHOLA02,KHL_KHOLA02,2019-01-16,7:07,-26.77912,20.58874,Cuddeback,Strobe - White ,1347i6004897,30,Tree,W,5904,5905,5906,5907,5908,Erioloba dune side,3,12,5,148,A02,24,13,31,36,23,40,35,58,54,45,70,,30,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,868
212,Khomani Livestock,KHOL,KHOLA03,KHOLKHOLA03,KHL_KHOLA03,2019-01-16,7:33,-26.77368,20.56805,Cuddeback,Strobe - White ,1347i6004980,40,Tree,SE,5909,5910,5911,5912,5913,Erioloba dune side,2,8,5,2,A03,2,5,5,8,10,28,21,13,15,14,67,,44,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,873
213,Khomani Livestock,KHOL,KHOLA04,KHOLKHOLA04,KHL_KHOLA04,2019-01-16,8:00,-26.78515,20.54952,Cuddeback,Strobe - White ,1347i6004985,50,Tree,S ,5914,5915,5916,5917,5918,Erioloba and Grewia grassland,1,8,1,6,A04,8,4,7,9,9,7,8,5,6,7,24,,60,4,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,873
214,Khomani Livestock,KHOL,KHOLA05,KHOLKHOLA05,KHL_KHOLA05,2019-01-16,8:21,-26.80213,20.56033,Cuddeback,Strobe - White ,1347i6004986,80,Tree,W,5919,5920,5921,5922,5923,Erioloba and Grewia grassland,3,6,5,83,A05,6,6,13,26,24,46,25,13,34,35,50,1470,,5,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,873
215,Khomani Livestock,KHOL,KHOLA06,KHOLKHOLA06,KHL_KHOLA06,2019-01-16,8:45,-26.81478,20.57672,Cuddeback,Strobe - White ,1347i6004988,70,Tree,S ,5924,5925,5926,5927,5928,Boscia & Grewia grassland,3,9,9,14,A06,12,15,20,20,18,18,23,29,22,34,24,680,80,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,873
216,Khomani Livestock,KHOL,KHOLA07,KHOLKHOLA07,KHL_KHOLA07,2019-01-16,9:05,-26.81957,20.59742,Cuddeback,Strobe - White ,1347i6004989,70,Tree,N,5929,5930,5931,5932,5933,Boscia & Grewia grassland,2,11,1,8,A07,1,2,7,11,12,13,16,13,17,20,69,840,70,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,868
217,Khomani Livestock,KHOL,KHOLA08,KHOLKHOLA08,KHL_KHOLA08,2019-01-16,9:26,-26.80442,20.61267,Cuddeback,Strobe - White ,1347i6004996,80,Tree,E,5934,5935,5936,5937,5938,Erioloba and Grewia grassland,3,70,12,13,A08,13,23,17,18,25,24,12,25,50,26,5,130,140,1,"livestock farm of the khomani, different to above which is game ranch a bit far from each other",,,16-Jan-2019,Farm (common_property),Khomani San Common Property Association,South Africa,Northern Cape,Mier,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,868
218,Langjan,LAN,D01,LAN_D01,LAN_D01,2018-07-19,,-29.21535,22.84894,Cuddeback Ambush,,SN134716002532,,TREE,E,,,,,,TALL SHRUBLAND,2,,,,D01,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyathemba,KALAHARI THORNVELD INVADED BY KAROO,Nama Karoo,1194
219,Langjan,LAN,C01,LAN_C01,LAN_C01,2018-07-19,,-29.2124,22.82934,Cuddeback Ambush,,SN134716002533,,TREE,E,,,,,,TALL OPEN SHRUBLAND,2,,,,C01,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,KALAHARI THORNVELD INVADED BY KAROO,Nama Karoo,1234
220,Langjan,LAN,B03,LAN_B03,LAN_B03,2018-07-19,,-29.22931,22.811,Cuddeback Ambush,,SN134716002524,,TREE,S,,,,,,SHORT SHRUBLAND,1,,,,B03,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,ORANGE RIVER BROKEN VELD,Nama Karoo,1234
221,Langjan,LAN,A03,LAN_A03,LAN_A03,2018-07-19,,-29.25066,22.79305,Cuddeback Ambush,,SN134716002535,,TREE,SW,,,,,,SHORT SHRUBLAND,1,,,,A03,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,ORANGE RIVER BROKEN VELD,Nama Karoo,1197
222,Langjan,LAN,B02,LAN_B02,LAN_B02,2018-07-19,,-29.25109,22.81136,Cuddeback Ambush,,SN134716002531,,TREE,W,,,,,,SHORT SHRUBLAND,1,,,,B02,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,ORANGE RIVER BROKEN VELD,Nama Karoo,1197
223,Langjan,LAN,C04,LAN_C04,LAN_C04,2018-07-19,,-29.26911,22.82992,Cuddeback Ambush,,SN134716002528,,TREE,W,,,,,,MEDIUM WOODLAND,1,,,,C04,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,ORANGE RIVER BROKEN VELD,Nama Karoo,1197
224,Langjan,LAN,C03,LAN_C03,LAN_C03,2018-07-19,,-29.25111,22.83169,Cuddeback Ambush,,SN134716002527,,TREE,NE,,,,,,SHORT SHRUBLAND,1,,,,C03,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyancuma,ORANGE RIVER BROKEN VELD,Nama Karoo,1197
225,Langjan,LAN,D02,LAN_D02,LAN_D02,2018-07-19,,-29.2347,22.84539,Cuddeback Ambush,,SN134716002534,,TREE,NE,,,,,,OPEN WOODLAND,1,,,,D02,,,,,,,,,,,,,,,,,,19/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyathemba,KALAHARI THORNVELD INVADED BY KAROO,Nama Karoo,1194
226,Langjan,LAN,D03,LAN_D03,LAN_D03,2018-07-20,,-29.25132,22.84917,Cuddeback Ambush,,SN134716002523,,TREE,NW,,,,,,SHORT SHRUBLAND,2,,,,D03,,,,,,,,,,,,,,,,,,20/07/2018,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyathemba,KALAHARI THORNVELD INVADED BY KAROO,Nama Karoo,1222
227,Langjan,LAN,D04,LAN_D04,LAN_D04,2019-07-20,,-29.27166,22.85723,Cuddeback Ambush,,SN134716002526,,TREE,SW,,,,,,TALL CLOSED WOODLAND,1,,,,D04,,,,,,,,,,,,,,,,,,20/07/2019,Provintial Reserve,Langjan Nature Reserve,South Africa,Northern Cape,Siyathemba,ORANGE RIVER BROKEN VELD,Nama Karoo,1222
228,Madikwe,MAD,A03,MAD_A03,MAA_A03,2018-06-12,10:33,-24.66725,26.33113,Cuddeback,IR-Black,1255E6000534,,Tree ,SW,4644,4645,4646,4647,4648,"Erioloba, geelhak plains",4,5,7,3,A03,1,1,2,3,4,6,7,5,5,5,,,,,,,,12-Jun-2018,Provintial Reserve,Madikwe Game Reserve,South Africa,North West,Ramotshere Moiloa,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1027
229,Madikwe,MAD,A04,MAD_A04,MAA_A04,2018-06-12,9:43,-24.66970,26.34982,Cuddeback,IR-Black,1255E6001109,,Tree ,N,4639,4640,4641,4642,4643,Erioloba stands,3,6,6,16,A04,3,2,4,5,7,7,5,6,7,8,,,,,,,,12-Jun-2018,Provintial Reserve,Madikwe Game Reserve,South Africa,North West,Ramotshere Moiloa,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,964
